Log file open, 01/13/23 09:02:08
[2023.01.13-05.05.44:786][261]LogWorld: UWorld::CleanupWorld for LearnMap, bSessionEnded=true, bCleanupResources=true
[2023.01.13-05.05.44:786][261]LogSlate: InvalidateAllWidgets triggered.  All widgets were invalidated
[2023.01.13-05.05.44:789][261]LogPlayLevel: Display: Shutting down PIE online subsystems
[2023.01.13-05.05.44:792][261]LogSlate: InvalidateAllWidgets triggered.  All widgets were invalidated
[2023.01.13-05.05.44:814][261]LogAudio: Display: Audio Device unregistered from world 'None'.
[2023.01.13-05.05.44:814][261]LogAudioMixer: FMixerPlatformXAudio2::StopAudioStream() called. InstanceID=21
[2023.01.13-05.05.44:816][261]LogAudioMixer: FMixerPlatformXAudio2::StopAudioStream() called. InstanceID=21
[2023.01.13-05.05.44:819][261]LogSlate: Updating window title bar state: overlay mode, drag disabled, window buttons hidden, title bar hidden
[2023.01.13-05.05.44:821][261]LogUObjectHash: Compacting FUObjectHashTables data took   1.00ms
[2023.01.13-05.05.44:871][263]LogPlayLevel: Display: Destroying online subsystem :Context_25
[2023.01.13-05.05.55:209][877]LogDebuggerCommands: Repeating last play command: Simulate
[2023.01.13-05.05.55:214][877]LogPlayLevel: PlayLevel: No blueprints needed recompiling
[2023.01.13-05.05.55:214][877]PIE: New page: SIE session: LearnMap (Jan 13, 2023, 9:05:55 PM)
[2023.01.13-05.05.55:214][877]LogPlayLevel: Creating play world package: /Game/UEDPIE_0_LearnMap
[2023.01.13-05.05.55:217][877]LogPlayLevel: PIE: StaticDuplicateObject took: (0.003358s)
[2023.01.13-05.05.55:217][877]LogPlayLevel: PIE: Created PIE world by copying editor world from /Game/LearnMap.LearnMap to /Game/UEDPIE_0_LearnMap.LearnMap (0.003392s)
[2023.01.13-05.05.55:217][877]LogChaos: FPhysicsSolverBase::AsyncDt:-1.000000
[2023.01.13-05.05.55:218][877]LogAIModule: Creating AISystem for world LearnMap
[2023.01.13-05.05.55:218][877]LogPlayLevel: PIE: World Init took: (0.000585s)
[2023.01.13-05.05.55:240][877]LogUObjectHash: Compacting FUObjectHashTables data took   0.77ms
[2023.01.13-05.05.55:243][877]LogAudio: Display: Creating Audio Device:                 Id: 22, Scope: Unique, Realtime: True
[2023.01.13-05.05.55:243][877]LogAudioMixer: Display: Audio Mixer Platform Settings:
[2023.01.13-05.05.55:243][877]LogAudioMixer: Display: 	Sample Rate:						  48000
[2023.01.13-05.05.55:243][877]LogAudioMixer: Display: 	Callback Buffer Frame Size Requested: 1024
[2023.01.13-05.05.55:243][877]LogAudioMixer: Display: 	Callback Buffer Frame Size To Use:	  1024
[2023.01.13-05.05.55:243][877]LogAudioMixer: Display: 	Number of buffers to queue:			  1
[2023.01.13-05.05.55:243][877]LogAudioMixer: Display: 	Max Channels (voices):				  0
[2023.01.13-05.05.55:243][877]LogAudioMixer: Display: 	Number of Async Source Workers:		  4
[2023.01.13-05.05.55:243][877]LogAudio: Display: AudioDevice MaxSources: 32
[2023.01.13-05.05.55:243][877]LogAudio: Display: Audio Spatialization Plugin: None (built-in).
[2023.01.13-05.05.55:243][877]LogAudio: Display: Audio Reverb Plugin: None (built-in).
[2023.01.13-05.05.55:243][877]LogAudio: Display: Audio Occlusion Plugin: None (built-in).
[2023.01.13-05.05.55:245][877]LogAudioMixer: Display: Initializing audio mixer using platform API: 'XAudio2'
[2023.01.13-05.05.55:285][877]LogAudioMixer: Display: Using Audio Hardware Device 耳机 (AirPods Pro)
[2023.01.13-05.05.55:286][877]LogAudioMixer: Display: Initializing Sound Submixes...
[2023.01.13-05.05.55:286][877]LogAudioMixer: Display: Creating Master Submix 'MasterSubmixDefault'
[2023.01.13-05.05.55:286][877]LogAudioMixer: Display: Creating Master Submix 'MasterReverbSubmixDefault'
[2023.01.13-05.05.55:286][877]LogAudioMixer: FMixerPlatformXAudio2::StartAudioStream() called. InstanceID=22
[2023.01.13-05.05.55:287][877]LogAudioMixer: Display: Output buffers initialized: Frames=1024, Channels=2, Samples=2048, InstanceID=22
[2023.01.13-05.05.55:288][877]LogAudioMixer: Display: Starting AudioMixerPlatformInterface::RunInternal(), InstanceID=22
[2023.01.13-05.05.55:288][877]LogAudioMixer: Display: FMixerPlatformXAudio2::SubmitBuffer() called for the first time. InstanceID=22
[2023.01.13-05.05.55:288][877]LogInit: FAudioDevice initialized.
[2023.01.13-05.05.55:288][877]LogAudio: Display: Audio Device (ID: 22) registered with world 'LearnMap'.
[2023.01.13-05.05.55:290][877]LogLoad: Game class is 'GameModeBase'
[2023.01.13-05.05.55:291][877]LogWorld: Bringing World /Game/UEDPIE_0_LearnMap.LearnMap up for play (max tick rate 60) at 2023.01.13-13.05.55
[2023.01.13-05.05.55:291][877]LogWorld: Bringing up level for play took: 0.000605
[2023.01.13-05.05.55:293][877]LogOnline: OSS: Created online subsystem instance for: :Context_26
[2023.01.13-05.05.55:293][877]LogGameMode: FindPlayerStart: PATHS NOT DEFINED or NO PLAYERSTART with positive rating
[2023.01.13-05.05.55:293][877]LogBlueprintUserMessages: [LearnMap_C_0] 27.0
[2023.01.13-05.05.55:293][877]PIE: Server logged in
[2023.01.13-05.05.55:294][877]PIE: Play in editor total start time 0.081 seconds.
[2023.01.13-05.06.11:017][802]LogSlate: Updating window title bar state: overlay mode, drag disabled, window buttons hidden, title bar hidden
[2023.01.13-05.06.11:017][802]LogWorld: BeginTearingDown for /Game/UEDPIE_0_LearnMap
[2023.01.13-05.06.11:018][802]LogWorld: UWorld::CleanupWorld for LearnMap, bSessionEnded=true, bCleanupResources=true
[2023.01.13-05.06.11:018][802]LogSlate: InvalidateAllWidgets triggered.  All widgets were invalidated
[2023.01.13-05.06.11:021][802]LogPlayLevel: Display: Shutting down PIE online subsystems
[2023.01.13-05.06.11:024][802]LogSlate: InvalidateAllWidgets triggered.  All widgets were invalidated
[2023.01.13-05.06.11:046][802]LogSlate: Updating window title bar state: overlay mode, drag disabled, window buttons hidden, title bar hidden
[2023.01.13-05.06.11:046][802]LogAudioMixer: FMixerPlatformXAudio2::StopAudioStream() called. InstanceID=22
[2023.01.13-05.06.11:049][802]LogAudioMixer: FMixerPlatformXAudio2::StopAudioStream() called. InstanceID=22
[2023.01.13-05.06.11:054][802]LogUObjectHash: Compacting FUObjectHashTables data took   0.94ms
[2023.01.13-05.06.11:082][803]LogPlayLevel: Display: Destroying online subsystem :Context_26
[2023.01.13-05.06.26:773][741]LogDebuggerCommands: Repeating last play command: Simulate
[2023.01.13-05.06.26:777][741]LogPlayLevel: PlayLevel: No blueprints needed recompiling
[2023.01.13-05.06.26:777][741]PIE: New page: SIE session: LearnMap (Jan 13, 2023, 9:06:26 PM)
[2023.01.13-05.06.26:777][741]LogPlayLevel: Creating play world package: /Game/UEDPIE_0_LearnMap
[2023.01.13-05.06.26:780][741]LogPlayLevel: PIE: StaticDuplicateObject took: (0.003221s)
[2023.01.13-05.06.26:780][741]LogPlayLevel: PIE: Created PIE world by copying editor world from /Game/LearnMap.LearnMap to /Game/UEDPIE_0_LearnMap.LearnMap (0.003251s)
[2023.01.13-05.06.26:780][741]LogChaos: FPhysicsSolverBase::AsyncDt:-1.000000
[2023.01.13-05.06.26:781][741]LogAIModule: Creating AISystem for world LearnMap
[2023.01.13-05.06.26:781][741]LogPlayLevel: PIE: World Init took: (0.000600s)
[2023.01.13-05.06.26:803][741]LogUObjectHash: Compacting FUObjectHashTables data took   0.78ms
[2023.01.13-05.06.26:805][741]LogAudio: Display: Creating Audio Device:                 Id: 23, Scope: Unique, Realtime: True
[2023.01.13-05.06.26:805][741]LogAudioMixer: Display: Audio Mixer Platform Settings:
[2023.01.13-05.06.26:805][741]LogAudioMixer: Display: 	Sample Rate:						  48000
[2023.01.13-05.06.26:805][741]LogAudioMixer: Display: 	Callback Buffer Frame Size Requested: 1024
[2023.01.13-05.06.26:805][741]LogAudioMixer: Display: 	Callback Buffer Frame Size To Use:	  1024
[2023.01.13-05.06.26:805][741]LogAudioMixer: Display: 	Number of buffers to queue:			  1
[2023.01.13-05.06.26:805][741]LogAudioMixer: Display: 	Max Channels (voices):				  0
[2023.01.13-05.06.26:805][741]LogAudioMixer: Display: 	Number of Async Source Workers:		  4
[2023.01.13-05.06.26:805][741]LogAudio: Display: AudioDevice MaxSources: 32
[2023.01.13-05.06.26:805][741]LogAudio: Display: Audio Spatialization Plugin: None (built-in).
[2023.01.13-05.06.26:805][741]LogAudio: Display: Audio Reverb Plugin: None (built-in).
[2023.01.13-05.06.26:805][741]LogAudio: Display: Audio Occlusion Plugin: None (built-in).
[2023.01.13-05.06.26:807][741]LogAudioMixer: Display: Initializing audio mixer using platform API: 'XAudio2'
[2023.01.13-05.06.26:849][741]LogAudioMixer: Display: Using Audio Hardware Device 耳机 (AirPods Pro)
[2023.01.13-05.06.26:849][741]LogAudioMixer: Display: Initializing Sound Submixes...
[2023.01.13-05.06.26:849][741]LogAudioMixer: Display: Creating Master Submix 'MasterSubmixDefault'
[2023.01.13-05.06.26:849][741]LogAudioMixer: Display: Creating Master Submix 'MasterReverbSubmixDefault'
[2023.01.13-05.06.26:850][741]LogAudioMixer: FMixerPlatformXAudio2::StartAudioStream() called. InstanceID=23
[2023.01.13-05.06.26:850][741]LogAudioMixer: Display: Output buffers initialized: Frames=1024, Channels=2, Samples=2048, InstanceID=23
[2023.01.13-05.06.26:851][741]LogAudioMixer: Display: Starting AudioMixerPlatformInterface::RunInternal(), InstanceID=23
[2023.01.13-05.06.26:851][741]LogAudioMixer: Display: FMixerPlatformXAudio2::SubmitBuffer() called for the first time. InstanceID=23
[2023.01.13-05.06.26:851][741]LogInit: FAudioDevice initialized.
[2023.01.13-05.06.26:851][741]LogAudio: Display: Audio Device (ID: 23) registered with world 'LearnMap'.
[2023.01.13-05.06.26:854][741]LogLoad: Game class is 'GameModeBase'
[2023.01.13-05.06.26:854][741]LogWorld: Bringing World /Game/UEDPIE_0_LearnMap.LearnMap up for play (max tick rate 60) at 2023.01.13-13.06.26
[2023.01.13-05.06.26:854][741]LogWorld: Bringing up level for play took: 0.000630
[2023.01.13-05.06.26:856][741]LogOnline: OSS: Created online subsystem instance for: :Context_27
[2023.01.13-05.06.26:856][741]LogGameMode: FindPlayerStart: PATHS NOT DEFINED or NO PLAYERSTART with positive rating
[2023.01.13-05.06.26:857][741]LogBlueprintUserMessages: [LearnMap_C_0] 27.0
[2023.01.13-05.06.26:857][741]PIE: Server logged in
[2023.01.13-05.06.26:857][741]PIE: Play in editor total start time 0.08 seconds.
[2023.01.13-05.06.43:053][325]LogSlate: Updating window title bar state: overlay mode, drag disabled, window buttons hidden, title bar hidden
[2023.01.13-05.06.43:053][325]LogWorld: BeginTearingDown for /Game/UEDPIE_0_LearnMap
[2023.01.13-05.06.43:053][325]LogWorld: UWorld::CleanupWorld for LearnMap, bSessionEnded=true, bCleanupResources=true
[2023.01.13-05.06.43:053][325]LogSlate: InvalidateAllWidgets triggered.  All widgets were invalidated
[2023.01.13-05.06.43:056][325]LogPlayLevel: Display: Shutting down PIE online subsystems
[2023.01.13-05.06.43:059][325]LogSlate: InvalidateAllWidgets triggered.  All widgets were invalidated
[2023.01.13-05.06.43:081][325]LogSlate: Updating window title bar state: overlay mode, drag disabled, window buttons hidden, title bar hidden
[2023.01.13-05.06.43:082][325]LogAudioMixer: FMixerPlatformXAudio2::StopAudioStream() called. InstanceID=23
[2023.01.13-05.06.43:083][325]LogAudioMixer: FMixerPlatformXAudio2::StopAudioStream() called. InstanceID=23
[2023.01.13-05.06.43:089][325]LogUObjectHash: Compacting FUObjectHashTables data took   1.01ms
[2023.01.13-05.06.43:240][326]LogPlayLevel: Display: Destroying online subsystem :Context_27
[2023.01.13-05.11.21:577][936]LogUObjectHash: Compacting FUObjectHashTables data took   0.98ms
[2023.01.13-05.11.21:599][936]LogSavePackage: Moving output files for package: /Temp/Autosaves/Game/LearnMap_Auto3
[2023.01.13-05.11.21:599][936]LogSavePackage: Moving 'E:/5UEAndUnityAnd3D/20230109UEStudyProjects/BluePrintStudy/Projects/BluePrintStudy/Saved/LearnMap_Auto372FAA1754B9B4F455A1D37B22F70AE23.tmp' to 'E:/5UEAndUnityAnd3D/20230109UEStudyProjects/BluePrintStudy/Projects/BluePrintStudy/Saved/Autosaves/Game/LearnMap_Auto3.umap'
[2023.01.13-05.11.21:600][936]LogFileHelpers: Editor autosave (incl. external actors) for '/Game/LearnMap' took 0.049
[2023.01.13-05.11.21:600][936]LogFileHelpers: Editor autosave (incl. sublevels & external actors) for all levels took 0.049
[2023.01.13-05.11.48:165][ 24]Cmd: DELETE
[2023.01.13-05.11.48:166][ 24]Cmd: ACTOR DELETE
[2023.01.13-05.12.12:221][436]LogSlate: Window 'Color Picker' being destroyed
[2023.01.13-05.17.55:887][852]LogShaderCompilers: Display: ================================================
[2023.01.13-05.17.55:887][852]LogShaderCompilers: Display: === FShaderJobCache stats ===
[2023.01.13-05.17.55:887][852]LogShaderCompilers: Display: Total job queries 117, among them cache hits 18 (15.38%)
[2023.01.13-05.17.55:887][852]LogShaderCompilers: Display: Tracking 99 distinct input hashes that result in 83 distinct outputs (83.84%)
[2023.01.13-05.17.55:887][852]LogShaderCompilers: Display: RAM used: 0.85 MB (0.00 GB) of 1638.40 MB (1.60 GB) budget. Usage: 0.05%
[2023.01.13-05.17.55:887][852]LogShaderCompilers: Display: === Shader Compilation stats ===
[2023.01.13-05.17.55:887][852]LogShaderCompilers: Display: Shaders Compiled: 0
[2023.01.13-05.17.55:887][852]LogShaderCompilers: Display: Jobs assigned 0, completed 0 (0.00%)
[2023.01.13-05.17.55:887][852]LogShaderCompilers: Display: Time at least one job was in flight (either pending or executed): 0.00 s
[2023.01.13-05.17.55:887][852]LogShaderCompilers: Display: ================================================
[2023.01.13-05.21.21:806][364]LogUObjectHash: Compacting FUObjectHashTables data took   0.95ms
[2023.01.13-05.21.21:828][364]LogSavePackage: Moving output files for package: /Temp/Autosaves/Game/LearnMap_Auto4
[2023.01.13-05.21.21:829][364]LogSavePackage: Moving 'E:/5UEAndUnityAnd3D/20230109UEStudyProjects/BluePrintStudy/Projects/BluePrintStudy/Saved/LearnMap_Auto404B2BA9F44DC4A7C12F5F9A9304B6FE6.tmp' to 'E:/5UEAndUnityAnd3D/20230109UEStudyProjects/BluePrintStudy/Projects/BluePrintStudy/Saved/Autosaves/Game/LearnMap_Auto4.umap'
[2023.01.13-05.21.21:830][364]LogFileHelpers: Editor autosave (incl. external actors) for '/Game/LearnMap' took 0.051
[2023.01.13-05.21.21:830][364]LogFileHelpers: Editor autosave (incl. sublevels & external actors) for all levels took 0.051
[2023.01.13-05.21.57:216][683]BlueprintLog: New page: Compile LearnMap
[2023.01.13-05.21.57:265][683]LogUObjectHash: Compacting FUObjectHashTables data took   1.58ms
[2023.01.13-05.21.59:297][790]LogUObjectHash: Compacting FUObjectHashTables data took   1.41ms
[2023.01.13-05.22.00:765][790]LogSlate: Window 'Save Content' being destroyed
[2023.01.13-05.22.00:775][790]LogFileHelpers: InternalPromptForCheckoutAndSave started...
[2023.01.13-05.22.00:866][790]Cmd: OBJ SAVEPACKAGE PACKAGE="/Game/LearnMap" FILE="E:/5UEAndUnityAnd3D/20230109UEStudyProjects/BluePrintStudy/Projects/BluePrintStudy/Content/LearnMap.umap" SILENT=true AUTOSAVING=false KEEPDIRTY=false
[2023.01.13-05.22.00:891][790]LogUObjectHash: Compacting FUObjectHashTables data took   0.59ms
[2023.01.13-05.22.00:914][790]LogSavePackage: Moving output files for package: /Game/LearnMap
[2023.01.13-05.22.00:914][790]LogSavePackage: Moving 'E:/5UEAndUnityAnd3D/20230109UEStudyProjects/BluePrintStudy/Projects/BluePrintStudy/Saved/LearnMapBAC1B16448FCF2CA39B94398F0C34416.tmp' to 'E:/5UEAndUnityAnd3D/20230109UEStudyProjects/BluePrintStudy/Projects/BluePrintStudy/Content/LearnMap.umap'
[2023.01.13-05.22.00:919][790]LogFileHelpers: Saving map 'LearnMap' took 0.053
[2023.01.13-05.22.00:929][790]LogFileHelpers: InternalPromptForCheckoutAndSave took 153 ms (total: 2.02 sec)
[2023.01.13-05.22.00:935][790]AssetCheck: New page: Asset Save: LearnMap
[2023.01.13-05.22.00:935][790]LogContentValidation: Display: Validating /Script/Engine.World /Game/LearnMap.LearnMap
[2023.01.13-05.31.07:945][422]LogSlate: Window 'LearnMap' being destroyed
[2023.01.13-05.31.07:954][422]LogSlate: Window 'LearnMap' being destroyed
[2023.01.13-05.31.07:957][422]LogWorld: UWorld::CleanupWorld for World_4, bSessionEnded=true, bCleanupResources=true
[2023.01.13-05.31.07:957][422]LogSlate: InvalidateAllWidgets triggered.  All widgets were invalidated
[2023.01.13-05.31.19:054][ 73]LogUObjectHash: Compacting FUObjectHashTables data took   1.02ms
[2023.01.13-05.31.19:063][ 73]LogAssetEditorSubsystem: Opening Asset editor for World /Game/LearnMap.LearnMap
[2023.01.13-05.31.19:063][ 73]Cmd: MAP LOAD FILE="E:/5UEAndUnityAnd3D/20230109UEStudyProjects/BluePrintStudy/Projects/BluePrintStudy/Content/LearnMap.umap" TEMPLATE=0 SHOWPROGRESS=1 FEATURELEVEL=4
[2023.01.13-05.31.19:063][ 73]LightingResults: New page: Lighting Build
[2023.01.13-05.31.19:063][ 73]LoadErrors: New page: Loading map: LearnMap.umap
[2023.01.13-05.31.19:065][ 73]LogWorld: UWorld::CleanupWorld for LearnMap, bSessionEnded=true, bCleanupResources=true
[2023.01.13-05.31.19:066][ 73]LogSlate: InvalidateAllWidgets triggered.  All widgets were invalidated
[2023.01.13-05.31.19:066][ 73]MapCheck: New page: Map Check
[2023.01.13-05.31.19:066][ 73]LightingResults: New page: Lighting Build
[2023.01.13-05.31.19:084][ 73]LogAudio: Display: Audio Device unregistered from world 'None'.
[2023.01.13-05.31.19:086][ 73]LogUObjectHash: Compacting FUObjectHashTables data took   0.71ms
[2023.01.13-05.31.19:101][ 73]LogAudio: Display: Audio Device (ID: 1) registered with world 'LearnMap'.
[2023.01.13-05.31.19:101][ 73]LogChaos: FPhysicsSolverBase::AsyncDt:-1.000000
[2023.01.13-05.31.19:101][ 73]LogAIModule: Creating AISystem for world LearnMap
[2023.01.13-05.31.19:109][ 73]LogEditorServer: Finished looking for orphan Actors (0.000 secs)
[2023.01.13-05.31.19:131][ 73]LogUObjectHash: Compacting FUObjectHashTables data took   0.74ms
[2023.01.13-05.31.19:135][ 73]Cmd: MAP CHECKDEP NOCLEARLOG
[2023.01.13-05.31.19:135][ 73]MapCheck: Map check complete: 0 Error(s), 0 Warning(s), took 0.075ms to complete.
[2023.01.13-05.31.19:135][ 73]LogFileHelpers: Loading map 'LearnMap' took 0.073
[2023.01.13-05.31.25:658][460]LogAssetEditorSubsystem: Opening Asset editor for LevelScriptBlueprint /Game/LearnMap.LearnMap:PersistentLevel.LearnMap
[2023.01.13-05.31.25:660][460]LogChaos: FPhysicsSolverBase::AsyncDt:-1.000000
[2023.01.13-05.31.30:612][727]LogFileHelpers: InternalPromptForCheckoutAndSave started...
[2023.01.13-05.31.30:684][727]Cmd: OBJ SAVEPACKAGE PACKAGE="/Game/LearnMap" FILE="E:/5UEAndUnityAnd3D/20230109UEStudyProjects/BluePrintStudy/Projects/BluePrintStudy/Content/LearnMap.umap" SILENT=true AUTOSAVING=false KEEPDIRTY=false
[2023.01.13-05.31.30:713][727]LogUObjectHash: Compacting FUObjectHashTables data took   0.70ms
[2023.01.13-05.31.30:733][727]LogSavePackage: Moving output files for package: /Game/LearnMap
[2023.01.13-05.31.30:734][727]LogSavePackage: Moving 'E:/5UEAndUnityAnd3D/20230109UEStudyProjects/BluePrintStudy/Projects/BluePrintStudy/Saved/LearnMapC75948094F094FE0B9D6FCBF107A8111.tmp' to 'E:/5UEAndUnityAnd3D/20230109UEStudyProjects/BluePrintStudy/Projects/BluePrintStudy/Content/LearnMap.umap'
[2023.01.13-05.31.30:738][727]LogFileHelpers: Saving map 'LearnMap' took 0.054
[2023.01.13-05.31.30:751][727]LogFileHelpers: InternalPromptForCheckoutAndSave took 138 ms (total: 2.15 sec)
[2023.01.13-05.31.30:755][727]AssetCheck: New page: Asset Save: LearnMap
[2023.01.13-05.31.30:755][727]LogContentValidation: Display: Validating /Script/Engine.World /Game/LearnMap.LearnMap
[2023.01.13-05.31.41:943][199]LogFileHelpers: InternalPromptForCheckoutAndSave started...
[2023.01.13-05.31.42:020][199]Cmd: OBJ SAVEPACKAGE PACKAGE="/Game/LearnMap" FILE="E:/5UEAndUnityAnd3D/20230109UEStudyProjects/BluePrintStudy/Projects/BluePrintStudy/Content/LearnMap.umap" SILENT=true AUTOSAVING=false KEEPDIRTY=false
[2023.01.13-05.31.42:043][199]LogUObjectHash: Compacting FUObjectHashTables data took   0.41ms
[2023.01.13-05.31.42:064][199]LogSavePackage: Moving output files for package: /Game/LearnMap
[2023.01.13-05.31.42:064][199]LogSavePackage: Moving 'E:/5UEAndUnityAnd3D/20230109UEStudyProjects/BluePrintStudy/Projects/BluePrintStudy/Saved/LearnMapB4D078F046B1F3446608AEA6C73E1CE8.tmp' to 'E:/5UEAndUnityAnd3D/20230109UEStudyProjects/BluePrintStudy/Projects/BluePrintStudy/Content/LearnMap.umap'
[2023.01.13-05.31.42:068][199]LogFileHelpers: Saving map 'LearnMap' took 0.049
[2023.01.13-05.31.42:082][199]LogFileHelpers: InternalPromptForCheckoutAndSave took 138 ms (total: 2.29 sec)
[2023.01.13-05.31.42:086][199]AssetCheck: New page: Asset Save: LearnMap
[2023.01.13-05.31.42:086][199]LogContentValidation: Display: Validating /Script/Engine.World /Game/LearnMap.LearnMap
[2023.01.13-05.31.58:524][134]LogSlate: Window 'LearnMap' being destroyed
[2023.01.13-05.31.58:531][134]LogSlate: Window 'LearnMap' being destroyed
[2023.01.13-05.31.58:533][134]LogWorld: UWorld::CleanupWorld for World_5, bSessionEnded=true, bCleanupResources=true
[2023.01.13-05.31.58:533][134]LogSlate: InvalidateAllWidgets triggered.  All widgets were invalidated
[2023.01.13-05.34.35:599][265]LogContentBrowser: Deferred new asset folder creation: NewFolder
[2023.01.13-05.34.35:606][265]LogContentBrowser: Creating deferred item: NewFolder
[2023.01.13-05.34.35:614][266]LogContentBrowser: Renaming the item being created (Deferred Item: NewFolder).
[2023.01.13-05.34.37:372][370]LogContentBrowser: Attempting asset rename: NewFolder -> BP
[2023.01.13-05.34.37:372][370]LogContentBrowser: End creating deferred item NewFolder
[2023.01.13-05.35.23:215][298]LogEditorClassViewer: Warning: Class /Script/InteractiveToolsFramework.GizmoActor has parent /Script/InteractiveToolsFramework.InternalToolFrameworkActor, but this parent is not found. The Class will not be shown in ClassViewer.
[2023.01.13-05.35.23:215][298]LogEditorClassViewer: Warning: Class /Script/ModelingComponents.PreviewGeometryActor has parent /Script/InteractiveToolsFramework.InternalToolFrameworkActor, but this parent is not found. The Class will not be shown in ClassViewer.
[2023.01.13-05.35.23:215][298]LogEditorClassViewer: Warning: Class /Script/ModelingComponents.PreviewMeshActor has parent /Script/InteractiveToolsFramework.InternalToolFrameworkActor, but this parent is not found. The Class will not be shown in ClassViewer.
[2023.01.13-05.35.25:915][298]LogSlate: Window 'Pick Parent Class' being destroyed
[2023.01.13-05.35.25:930][298]LogContentBrowser: Deferred new asset file creation: NewBlueprint
[2023.01.13-05.35.25:935][298]LogContentBrowser: Creating deferred item: NewBlueprint
[2023.01.13-05.35.25:961][300]LogContentBrowser: Renaming the item being created (Deferred Item: NewBlueprint).
[2023.01.13-05.35.32:179][668]LogContentBrowser: Attempting asset rename: NewBlueprint -> BP_Cube
[2023.01.13-05.35.32:186][668]LogContentBrowser: End creating deferred item NewBlueprint
[2023.01.13-05.35.46:585][786]LogSlate: Window 'Pick Parent Class' being destroyed
[2023.01.13-05.37.11:980][182]LogAssetEditorSubsystem: Opening Asset editor for Blueprint /Game/BP/BP_Cube.BP_Cube
[2023.01.13-05.37.11:981][182]LogChaos: FPhysicsSolverBase::AsyncDt:-1.000000
[2023.01.13-05.37.12:342][182]LogStaticMesh: Display: Building static mesh PhAT_FloorBox...
[2023.01.13-05.37.12:350][182]LogStaticMesh: Built static mesh [0.01s] /Engine/EditorMeshes/PhAT_FloorBox.PhAT_FloorBox
[2023.01.13-05.37.12:399][182]LogViewport: Scene viewport resized to 1188x788, mode Windowed.
[2023.01.13-05.38.23:890][323]BlueprintLog: New page: Compile BP_Cube
[2023.01.13-05.38.23:933][323]LogUObjectHash: Compacting FUObjectHashTables data took   0.88ms
[2023.01.13-05.40.29:918][ 30]LogViewport: Scene viewport resized to 1520x1123, mode Windowed.
[2023.01.13-05.46.57:595][694]BlueprintLog: New page: Compile BP_Cube
[2023.01.13-05.46.57:675][694]LogUObjectHash: Compacting FUObjectHashTables data took   1.10ms
[2023.01.13-05.47.47:977][141]LogActorFactory: Actor Factory attempting to spawn BlueprintGeneratedClass /Game/BP/BP_Cube.BP_Cube_C
[2023.01.13-05.47.47:977][141]LogActorFactory: Actor Factory attempting to spawn BlueprintGeneratedClass /Game/BP/BP_Cube.BP_Cube_C
[2023.01.13-05.47.47:979][141]LogActorFactory: Actor Factory spawned Blueprint /Game/BP/BP_Cube.BP_Cube as actor: BP_Cube_C /Game/LearnMap.LearnMap:PersistentLevel.BP_Cube_C_0
[2023.01.13-05.47.47:980][141]LogActorFactory: Actor Factory spawned Blueprint /Game/BP/BP_Cube.BP_Cube as actor: BP_Cube_C /Game/LearnMap.LearnMap:PersistentLevel.BP_Cube_C_0
[2023.01.13-05.47.49:414][227]LogActorFactory: Actor Factory attempting to spawn BlueprintGeneratedClass /Game/BP/BP_Cube.BP_Cube_C
[2023.01.13-05.47.49:414][227]LogActorFactory: Actor Factory attempting to spawn BlueprintGeneratedClass /Game/BP/BP_Cube.BP_Cube_C
[2023.01.13-05.47.49:416][227]LogActorFactory: Actor Factory spawned Blueprint /Game/BP/BP_Cube.BP_Cube as actor: BP_Cube_C /Game/LearnMap.LearnMap:PersistentLevel.BP_Cube_C_1
[2023.01.13-05.47.49:417][227]LogActorFactory: Actor Factory spawned Blueprint /Game/BP/BP_Cube.BP_Cube as actor: BP_Cube_C /Game/LearnMap.LearnMap:PersistentLevel.BP_Cube_C_1
[2023.01.13-05.48.00:976][915]LogDebuggerCommands: Repeating last play command: Simulate
[2023.01.13-05.48.00:979][915]LogPlayLevel: PlayLevel: No blueprints needed recompiling
[2023.01.13-05.48.00:980][915]PIE: New page: SIE session: LearnMap (Jan 13, 2023, 9:48:00 PM)
[2023.01.13-05.48.00:980][915]LogPlayLevel: Creating play world package: /Game/UEDPIE_0_LearnMap
[2023.01.13-05.48.00:983][915]LogPlayLevel: PIE: StaticDuplicateObject took: (0.003665s)
[2023.01.13-05.48.00:983][915]LogPlayLevel: PIE: Created PIE world by copying editor world from /Game/LearnMap.LearnMap to /Game/UEDPIE_0_LearnMap.LearnMap (0.003702s)
[2023.01.13-05.48.00:984][915]LogChaos: FPhysicsSolverBase::AsyncDt:-1.000000
[2023.01.13-05.48.00:984][915]LogAIModule: Creating AISystem for world LearnMap
[2023.01.13-05.48.00:984][915]LogPlayLevel: PIE: World Init took: (0.000697s)
[2023.01.13-05.48.01:008][915]LogUObjectHash: Compacting FUObjectHashTables data took   0.77ms
[2023.01.13-05.48.01:010][915]LogAudio: Display: Creating Audio Device:                 Id: 24, Scope: Unique, Realtime: True
[2023.01.13-05.48.01:010][915]LogAudioMixer: Display: Audio Mixer Platform Settings:
[2023.01.13-05.48.01:010][915]LogAudioMixer: Display: 	Sample Rate:						  48000
[2023.01.13-05.48.01:010][915]LogAudioMixer: Display: 	Callback Buffer Frame Size Requested: 1024
[2023.01.13-05.48.01:010][915]LogAudioMixer: Display: 	Callback Buffer Frame Size To Use:	  1024
